yyyyddd,Northern_Hemisphere,Beaufort_Sea,Chukchi_Sea,East_Siberian_Sea,Laptev_Sea,Kara_Sea,Barents_Sea,Greenland_Sea,Baffin_Bay_Gulf_of_St._Lawrence,Canadian_Archipelago,Hudson_Bay,Central_Arctic,Bering_Sea,Baltic_Sea,Sea_of_Okhotsk,Yellow_Sea,Cook_Inlet
2015264,4588047.65,520492.37,215388.59,257446.73,50840.44,823.95,24.89,236520.37,59925.54,226402.87,41849.35,2976879.04,0.00,0.00,3.98,0.00,0.00
2015265,4646649.53,531088.89,219940.72,235763.03,59087.48,827.34,24.89,236520.37,62653.49,242007.13,41847.21,3015435.46,0.00,0.00,3.98,0.00,0.00
2015266,4858679.52,533719.79,289315.12,222509.42,71003.97,6462.57,24.89,242547.16,62624.60,277374.63,49690.69,3101944.10,0.00,0.00,3.98,0.00,0.00
2015267,4940254.00,529656.00,296087.02,229693.64,89505.02,4159.41,1331.40,256038.57,67099.45,306157.21,49690.69,3109373.01,0.00,0.00,3.98,0.00,0.00
2015268,5003497.37,526690.68,318266.62,253628.88,100548.09,10980.96,1331.40,254984.40,77172.59,324014.19,15354.25,3119062.74,0.00,0.00,3.98,0.00,0.00
2015269,5000493.99,524685.03,327236.68,254981.38,102105.45,10121.45,357.85,256422.27,76652.51,314794.93,15354.25,3116319.62,0.00,0.00,3.98,0.00,0.00
2015270,5006411.27,522635.49,327852.12,251911.61,107349.44,10121.45,357.85,254783.22,72672.13,322458.61,15354.25,3119452.53,0.00,0.00,3.98,0.00,0.00
2015271,5038722.03,528844.74,332675.27,256035.24,123294.76,11851.31,357.85,254800.93,72340.51,318812.10,15354.25,3122892.49,0.00,0.00,3.98,0.00,0.00
2015272,5174750.98,532434.32,330021.77,265450.69,166541.76,43831.38,1513.67,251652.99,69365.30,348777.53,15354.25,3148344.74,0.00,0.00,3.98,0.00,0.00
2015273,5185595.33,533710.44,330175.67,267261.96,167093.83,44452.48,1513.67,255299.19,70541.69,352092.17,15409.35,3146582.32,0.00,0.00,3.98,0.00,0.00
2015274,5409707.82,559066.09,351617.41,366337.18,182246.83,44454.73,1513.67,329666.95,70541.69,353771.89,15409.35,3133619.45,0.00,0.00,3.98,0.00,0.00
2015275,5423213.07,559273.33,348749.08,338765.30,205108.08,48994.00,1513.67,337997.96,70541.69,357753.33,15409.35,3137644.70,0.00,0.00,3.98,0.00,0.00
2015276,5444271.04,540122.59,345136.97,362673.59,196814.82,30478.39,1513.67,355658.78,85774.49,380584.89,3351.97,3140698.30,0.00,0.00,3.98,0.00,0.00
2015277,5501479.80,559992.47,360997.93,339896.08,223646.02,17346.36,1518.19,367904.86,89532.96,386474.96,3438.98,3149268.43,0.00,0.00,3.98,0.00,0.00
2015278,5657515.49,602298.66,372205.82,378884.74,234565.06,16745.54,1518.19,379052.95,95919.81,413936.76,3438.98,3157486.40,0.00,0.00,3.98,0.00,0.00
2015279,5739596.63,652525.31,372205.82,396804.27,219651.29,16745.54,1518.19,386097.61,94879.69,434972.29,3438.98,3159295.08,0.00,0.00,3.98,0.00,0.00
2015280,5750976.30,655704.66,373563.19,398412.02,223101.29,16868.77,1688.92,379431.24,95723.83,441040.28,3438.98,3160540.54,0.00,0.00,3.98,0.00,0.00
2015281,5933045.25,765073.21,404993.33,420996.87,262717.75,31147.90,1688.92,351030.13,95723.83,441086.57,3438.98,3153685.18,0.00,0.00,3.98,0.00,0.00
2015282,6099061.98,772114.61,420746.83,445408.59,301972.68,51048.83,1688.92,343893.09,97037.09,497144.23,3438.98,3163105.55,0.00,0.00,3.98,0.00,0.00
2015283,6118842.21,786951.04,422757.24,442789.57,312551.71,51209.66,1661.84,338673.09,97037.09,503979.74,3438.98,3156329.67,0.00,0.00,3.98,0.00,0.00
2015284,6164319.55,792077.59,426532.09,451103.59,333359.65,52173.91,1661.84,331797.65,98403.76,515666.79,3438.98,3156641.12,0.00,0.00,3.98,0.00,0.00
2015285,6206383.63,792077.59,426383.67,452853.11,350695.48,65867.91,1661.84,341201.32,98403.76,515666.79,3438.98,3156670.60,0.00,0.00,3.98,0.00,0.00
2015286,6304914.38,792077.59,430772.70,488308.06,383915.47,65201.42,1661.84,360516.54,98422.72,536457.98,3438.98,3142678.50,0.00,0.00,3.98,0.00,0.00
2015287,6379661.30,792077.59,423449.38,545977.83,409014.80,64491.60,1661.84,363655.60,98422.72,539864.29,3438.98,3136144.08,0.00,0.00,3.98,0.00,0.00
2015288,6624857.88,806849.35,427131.41,600932.39,477863.63,83456.24,1661.84,375217.31,108141.09,589804.16,15009.94,3137327.93,0.00,0.00,3.98,0.00,0.00
2015289,6762476.60,854369.69,434042.13,612983.14,520835.10,80960.06,1661.84,375360.95,110970.70,633006.10,15009.94,3121814.37,0.00,0.00,3.98,0.00,0.00
2015290,7319559.62,890959.95,447918.53,724061.40,694393.69,263343.32,1661.84,402906.09,111188.06,656190.31,16704.07,3108769.79,0.00,0.00,3.98,0.00,0.00
2015291,7436135.92,890500.46,451045.36,745503.94,767943.55,289824.50,1661.84,418890.26,121903.74,668167.30,16850.89,3062381.49,0.00,0.00,3.98,0.00,0.00
2015292,7590277.76,890500.46,459954.69,762042.25,826212.57,339304.37,1661.84,418995.42,136288.67,668167.30,15296.46,3070391.14,0.00,0.00,3.98,0.00,0.00
2015293,7740168.80,898899.75,461227.52,787403.99,849192.75,372585.97,1661.84,412026.18,145295.59,708180.69,15742.67,3086489.26,0.00,0.00,3.98,0.00,0.00
2015294,7817388.70,917515.34,461227.52,787403.99,849192.75,373052.66,1661.84,417247.75,145297.83,713107.85,29451.47,3120767.12,0.00,0.00,3.98,0.00,0.00
2015295,7923710.11,928664.01,459611.55,791460.20,849192.75,395599.24,1661.84,425486.48,148611.35,736661.35,48721.74,3136577.03,0.00,0.00,3.98,0.00,0.00
2015296,8023328.49,959955.30,455962.00,734281.52,894690.16,400052.51,1661.84,424557.29,205063.10,739560.17,73456.08,3132625.93,0.00,0.00,3.98,0.00,0.00
2015297,8337279.09,1015812.34,460518.91,783043.41,894690.16,480455.73,12532.78,427999.95,254904.22,795636.11,73456.08,3136766.84,0.00,0.00,3.98,0.00,0.00
2015298,8464523.20,1050293.90,436664.15,788689.95,894690.16,563091.49,12532.78,427999.95,254931.72,823968.10,73431.60,3136766.84,0.00,0.00,3.98,0.00,0.00
2015299,8570643.57,1025504.56,455344.38,819305.19,894690.16,565001.94,8932.64,477874.09,263605.50,822020.53,99127.03,3137774.99,0.00,0.00,3.98,0.00,0.00
2015300,8642958.37,1030837.69,484652.44,913512.77,894690.16,488887.08,8738.21,484642.91,237220.31,822020.53,129972.49,3146024.96,0.00,0.00,300.25,0.00,0.00
2015301,8643721.75,1034389.21,487656.61,872314.97,894690.16,480620.82,11914.89,489483.48,244136.97,825724.68,147776.22,3153222.19,0.00,0.00,332.96,0.00,0.00
2015302,8709666.95,1042773.43,488706.84,876175.16,894690.16,493097.33,16198.44,479867.43,258132.38,829633.83,174912.81,3153687.60,0.00,0.00,332.96,0.00,0.00
2015303,8756264.34,1051830.04,493516.39,885420.15,894690.16,491391.68,19429.50,477815.45,263394.61,846030.05,176315.57,3154639.20,0.00,0.00,332.96,0.00,0.00
2015304,8978356.06,1063059.72,511212.82,912774.60,894690.16,555826.98,34004.13,481980.51,299672.37,852816.98,185805.18,3184721.06,0.00,0.00,332.96,0.00,0.00
2015305,9188569.44,1063059.72,526419.17,931800.60,894690.16,645216.57,59821.59,496121.30,315352.93,852816.98,235856.16,3165622.72,0.00,0.00,332.96,0.00,0.00
2015306,9257992.90,1074968.26,526482.73,927012.86,894690.16,657865.40,56860.83,486723.22,343267.57,853259.70,262049.25,3173021.37,0.00,0.00,332.96,0.00,0.00
2015307,9331119.88,1074968.26,511161.42,921975.70,894690.16,657865.40,56860.83,486723.22,429563.41,853259.70,269238.86,3173021.37,0.00,0.00,332.96,0.00,0.00
2015308,9343253.68,1074968.26,513085.82,920453.92,894690.16,636646.97,49254.81,483436.17,466876.07,853306.38,272862.28,3172055.53,1398.16,0.00,2760.55,0.00,0.00
2015309,9373095.05,1074968.26,518922.27,932814.76,894690.16,639927.05,43589.91,483093.82,477874.99,853306.38,273694.70,3174595.43,1398.16,0.00,2760.55,0.00,0.00
2015310,9414188.58,1074976.84,517501.76,966975.46,894690.16,622506.14,45458.48,480744.56,497732.42,853306.38,273694.70,3181003.65,1398.16,0.00,2741.27,0.00,0.00
2015311,9660640.54,1074976.84,530340.67,1005990.62,894690.16,641366.55,82831.35,517640.53,569586.18,853306.38,276771.59,3207606.92,1398.16,0.00,2675.99,0.00,0.00
2015312,9802724.49,1074976.84,553790.06,1015640.60,894690.16,674659.85,94917.14,508667.68,612766.62,853306.38,306169.50,3207606.92,1398.16,0.00,2675.99,0.00,0.00
2015313,9867187.67,1074976.84,556982.18,1019164.50,894690.16,705289.48,82209.72,516859.08,635172.18,853306.38,326198.93,3196805.47,1398.16,0.00,2675.99,0.00,0.00
2015314,9942099.30,1074976.84,568507.62,1019164.50,894690.16,710798.71,82277.25,524310.34,671311.00,853306.38,326198.93,3197286.18,1398.16,0.00,16414.63,0.00,0.00
2015315,10047643.82,1074976.84,610564.12,1047655.73,894690.16,713437.67,84998.11,524348.44,699904.82,853306.38,338688.46,3185801.68,1398.16,0.00,16414.63,0.00,0.00
2015316,10106570.01,1074976.84,628665.96,1082102.36,894762.44,711353.24,59845.09,524348.44,699956.12,853306.38,371623.02,3185801.68,1419.96,0.00,16949.89,0.00,0.00
2015317,10176891.44,1074976.84,630300.79,1082102.36,894762.44,723403.43,59845.09,532183.85,731944.17,853558.71,387842.20,3183371.00,3688.17,0.00,17453.79,0.00,0.00
2015318,10358600.24,1074976.84,666419.45,1089539.12,894762.44,746069.05,85693.79,529117.45,770789.90,853558.71,450572.36,3174042.84,4061.80,0.00,17537.90,0.00,0.00
2015319,10458356.56,1074976.84,693776.86,1089539.12,894762.44,755563.66,96457.83,547357.00,792811.65,853558.71,455049.98,3174088.28,11417.71,0.00,17537.90,0.00,0.00
2015320,10536857.75,1074976.84,701653.52,1089539.12,894762.44,751457.67,108287.55,529927.84,782708.75,853558.71,490584.53,3174876.77,43254.91,0.00,39810.51,0.00,0.00
2015321,10545020.12,1074976.84,701653.52,1089539.12,894762.44,751507.32,108314.47,529927.84,782708.75,853558.71,498726.01,3174876.77,43254.91,0.00,39754.83,0.00,0.00
2015322,10621559.17,1074976.84,738646.66,1089539.12,894762.44,757018.56,110137.35,533894.18,775242.62,853558.71,500855.37,3193573.04,58139.90,0.00,39755.78,0.00,0.00
2015323,10599432.73,1074976.84,730955.39,1089539.12,894762.44,748987.45,112692.89,536654.74,774298.01,853558.71,500362.45,3176011.50,65418.81,0.00,39755.78,0.00,0.00
2015324,10599014.15,1074976.84,730955.39,1089539.12,894762.44,748987.45,112692.89,536654.74,774298.01,853558.71,500362.45,3176011.50,65418.81,0.00,39337.20,0.00,0.00
2015325,10724307.87,1074976.84,759974.19,1089539.12,894762.44,755883.92,113654.40,582139.14,769860.73,853558.71,514888.68,3199183.37,69137.90,0.00,45289.83,0.00,0.00
2015326,10837298.56,1074976.84,759974.19,1089539.12,894762.44,778523.03,116522.06,606708.85,756921.27,853558.71,596058.90,3196253.23,69137.90,0.00,42903.44,0.00,0.00
2015327,10838257.23,1074976.84,759974.19,1089539.12,894762.44,778658.20,116605.80,606708.85,756921.27,853558.71,596058.90,3196253.23,69137.90,0.00,43428.56,214.62,0.00
2015328,10854833.96,1074976.84,767687.29,1089539.12,894762.44,778658.20,116605.80,606708.85,759466.26,853558.71,581241.61,3196253.23,85679.32,0.00,48023.08,214.62,0.00
2015329,10915503.52,1074976.84,768236.58,1089539.12,894762.44,778658.20,122508.27,606707.72,789749.66,853558.71,601445.31,3199058.19,87620.16,0.00,47025.59,198.13,0.00
2015330,10910023.24,1074976.84,783193.09,1089539.12,894762.44,734098.25,115545.80,606708.85,795299.07,853558.71,624211.51,3201145.26,87661.26,0.00,47025.59,198.13,639.13
2015331,10993380.91,1074976.84,783193.09,1089539.12,894762.44,771101.71,127134.46,607284.97,814640.27,853610.75,624790.52,3203577.13,91628.21,0.00,54843.97,198.13,639.13
2015332,11010228.89,1074976.84,783193.09,1089539.12,894762.44,773479.34,127493.03,607411.40,814642.29,853610.75,638773.84,3203577.13,91628.21,0.00,54843.97,198.13,639.13
2015333,11078524.73,1074976.84,783846.84,1089539.12,894762.44,788077.54,127504.87,607411.40,828788.51,853610.75,664603.12,3203595.28,103300.49,0.00,54843.97,198.13,2005.25
2015334,11180797.86,1074976.84,797287.35,1089539.12,894762.44,801057.61,127504.87,604426.49,833331.52,853610.75,723626.34,3203595.28,112037.41,0.00,61378.26,198.13,2005.25
2015335,11370297.13,1074976.84,803626.44,1089539.12,894762.44,829373.63,146585.23,627803.49,846631.86,853610.75,803050.77,3213742.85,117658.09,0.00,65272.06,198.13,2005.25
2015336,11404138.04,1074976.84,810306.10,1089539.12,894762.44,829373.63,146585.23,627803.49,856020.68,853610.75,819748.29,3213742.85,117542.15,0.00,66462.92,198.13,2005.25
2015337,11433448.40,1074976.84,824867.79,1089539.12,894762.44,830307.53,150087.31,622797.21,856020.68,853610.75,835704.64,3212765.04,117882.57,0.00,66462.92,198.13,2005.25
2015338,11662715.19,1074976.84,954099.77,1089539.12,894762.44,870518.49,152688.39,639951.68,871027.56,853610.75,897059.19,3177112.74,117241.74,0.00,66462.92,198.13,2005.25
2015339,11899105.93,1074976.84,965247.24,1089539.12,894762.44,890638.77,161124.06,684717.35,893587.57,853610.75,940183.04,3189010.66,177352.99,0.00,80691.53,198.13,2005.25
2015340,11954960.82,1074976.84,965247.24,1089539.12,894762.44,894010.76,184896.39,713406.37,893587.57,853610.75,940204.59,3189010.66,177352.99,0.00,80691.53,198.13,2005.25
2015341,11957933.43,1074976.84,938703.77,1089539.12,894762.44,894010.76,184896.39,713406.37,912594.23,853610.75,950274.34,3189010.66,177446.32,0.00,80574.81,198.13,2468.33
2015342,11822677.64,1074976.84,938703.77,1089539.12,894762.44,830753.93,155197.57,678409.82,912594.23,853610.75,963038.94,3167186.47,177048.45,0.00,82728.69,198.13,2468.33
2015343,11803975.82,1074976.84,943819.40,1089539.12,894762.44,836485.08,155610.94,603493.78,948044.95,853610.75,963936.21,3169867.03,182973.96,0.00,82728.69,198.13,2468.33
2015344,11860557.04,1074976.84,965246.17,1089539.12,894762.44,836485.08,155610.94,603493.78,947379.79,853610.75,963981.47,3169867.03,209025.25,0.00,92448.72,198.13,2471.35
2015345,11921534.00,1074976.84,965246.17,1089539.12,894762.44,836485.08,179290.96,589329.16,958617.71,853610.75,967716.65,3198832.11,210308.18,0.00,98689.17,198.13,2471.35
2015346,12120960.57,1074976.84,965246.17,1089539.12,894762.44,886855.97,250158.58,568062.23,986276.61,853610.75,1014360.34,3199705.61,214276.21,0.00,119000.05,198.13,2471.35
2015347,12247608.54,1074976.84,965246.17,1089539.12,894762.44,886863.82,265920.33,596313.04,986276.61,853610.75,1013043.51,3207972.42,289953.80,0.00,119000.05,198.13,2471.35
2015348,12282096.02,1074976.84,965246.17,1089539.12,894762.44,886863.82,265920.33,596313.04,986276.61,853610.75,1013043.51,3207972.42,294973.43,1827.10,146640.79,198.13,2471.35
2015349,12286281.33,1074976.84,965246.17,1089539.12,894762.44,873303.29,282984.70,597371.27,986276.61,853610.75,1013043.51,3207547.61,294899.47,1827.10,146640.79,198.13,2471.35
2015350,12348002.41,1074976.84,965246.17,1089539.12,894762.44,873303.29,295059.34,597371.27,989697.86,853610.75,1059268.70,3207547.61,294899.47,1827.10,146640.79,198.13,2471.35
2015351,12419199.55,1074976.84,965247.24,1089539.12,894762.44,873441.50,294885.74,595569.23,1011046.88,853610.75,1067582.19,3206866.73,322562.78,1827.10,162743.33,484.16,2471.35
2015352,12457817.72,1074976.84,965247.24,1089539.12,894762.44,873930.01,314350.75,595620.76,1017814.26,853610.75,1067582.19,3207038.04,324072.66,1923.60,172545.58,753.32,2471.35
2015353,12587339.77,1074976.84,965247.24,1089539.12,894762.44,903844.85,336730.87,603579.84,1046679.00,853610.75,1084522.97,3207383.55,326831.99,2448.03,192418.81,713.28,2471.35
2015354,12773759.90,1074976.84,965247.24,1089539.12,894762.44,915420.96,349143.09,615438.47,1104558.28,853610.75,1123749.29,3207383.55,338252.74,2448.03,234465.63,713.28,2471.35
2015355,12805117.49,1074976.84,965247.24,1089539.12,894762.44,915420.96,349957.61,615675.00,1106897.07,853610.75,1141012.74,3207383.55,340701.69,2448.03,242720.99,713.28,2471.35
2015356,12879440.75,1074976.84,965247.24,1089539.12,894762.44,915333.72,344708.26,610315.64,1106897.07,853610.75,1218185.56,3207383.55,345636.38,2448.03,245588.55,713.28,2515.48
2015357,12890326.35,1074976.84,965247.24,1089539.12,894762.44,915333.72,344708.26,605113.34,1097820.03,853610.75,1218185.56,3207383.55,360315.32,2448.03,255818.00,969.82,2515.48
2015358,12842940.39,1074976.84,965247.24,1089539.12,894762.44,882774.93,319670.84,583011.47,1112127.80,853610.75,1220852.63,3208700.00,369428.11,2448.03,260490.73,1205.16,2515.48
2015359,12825296.01,1074976.84,965247.24,1089539.12,894762.44,863431.69,319670.84,564168.59,1115812.18,853610.75,1237709.99,3208700.00,369428.11,2448.03,260490.73,1205.16,2515.48
2015360,12810619.00,1074976.84,965247.24,1089539.12,894762.44,863431.69,293217.81,564168.59,1115812.18,853610.75,1237709.99,3208700.00,369428.11,2448.03,272266.75,1205.16,2515.48
2015361,12810914.92,1074976.84,965247.24,1089539.12,894762.44,863431.69,293217.81,564464.51,1115812.18,853610.75,1237709.99,3208700.00,369428.11,2448.03,272266.75,1205.16,2515.48
2015362,12945627.69,1074976.84,965247.24,1089539.12,894762.44,863545.29,333334.44,575489.64,1127677.53,853610.75,1237709.99,3208793.01,369428.11,2448.03,306077.63,4514.10,2515.48
2015363,12974590.09,1074976.84,965247.24,1089539.12,894762.44,863545.29,341198.07,575560.64,1150829.04,853610.75,1261263.64,3208793.01,373453.65,2563.14,310585.22,4514.10,2515.48
2015364,13027764.26,1074976.84,965247.24,1089539.12,894762.44,867493.47,346912.03,567584.18,1168776.33,853610.75,1261270.91,3209561.15,372028.07,2563.14,342877.61,4446.83,4481.72
2015365,13025179.96,1074976.84,965247.24,1089539.12,894762.44,874991.30,337926.60,554862.72,1178487.87,853610.75,1261270.91,3203880.00,376093.83,2563.14,346406.21,4446.83,4481.72
2016001,13093409.74,1074976.84,965247.24,1089539.12,894762.44,874750.19,351796.85,554862.72,1178487.87,853610.75,1261270.91,3207775.12,382960.93,2563.14,390244.64,4446.83,4481.72
2016002,13356247.72,1074976.84,965247.24,1089539.12,894762.44,887652.65,379599.71,582149.74,1241784.76,853610.75,1261270.91,3227137.50,486658.35,2563.14,398733.59,4446.83,4481.72
2016003,13471640.94,1074976.84,965247.24,1089539.12,894762.44,895156.27,383600.75,557586.76,1262505.15,853610.75,1261270.91,3240165.95,486658.35,2563.14,492922.42,4446.83,4481.72
2016004,13555170.54,1074976.84,965247.24,1089539.12,894762.44,896365.27,382811.39,573149.24,1317161.91,853610.75,1261270.91,3209685.10,496145.36,5718.24,514174.37,4446.83,4481.72
2016005,13799990.36,1074976.84,965247.24,1089539.12,894762.44,934462.13,423454.59,623292.07,1323975.70,853610.75,1261270.91,3246712.52,511372.12,5718.24,558718.84,5197.34,4481.72
2016006,13745882.18,1074976.84,965247.24,1089539.12,894762.44,897013.75,419935.23,624218.95,1316126.99,853610.75,1261270.91,3246712.52,494718.61,13311.23,561558.75,5197.34,4483.73
2016007,13698414.04,1074976.84,965247.24,1089539.12,894762.44,898527.36,420613.48,617547.93,1291668.27,853610.75,1261270.91,3206139.80,502808.11,23767.69,564959.60,5181.68,4481.72
2016008,13733676.51,1074976.84,965247.24,1089539.12,894762.44,908449.77,395706.97,619293.08,1296665.29,853610.75,1261270.91,3206139.80,504812.25,38039.15,591307.94,6063.23,4481.72
2016009,13617235.50,1074976.84,965247.24,1089539.12,894762.44,892451.77,408249.66,587562.74,1295476.52,853610.75,1261270.91,3203860.06,419769.15,41109.69,596423.92,6050.60,3506.46
2016010,13600892.44,1074976.84,965247.24,1089539.12,894762.44,892451.77,408249.66,587562.74,1280781.79,853610.75,1261270.91,3203860.06,401870.70,41109.69,612674.04,6050.60,3506.46
2016011,13608736.14,1074976.84,965247.24,1089539.12,894762.44,892451.77,408249.66,587562.74,1280781.79,853610.75,1261270.91,3203860.06,393708.62,41109.69,624660.67,6050.60,3532.67
2016012,13690223.59,1074976.84,965247.24,1089539.12,894762.44,905981.01,451153.77,595159.50,1298047.54,853610.75,1261270.91,3180488.55,393708.62,52729.06,633631.79,9023.20,3532.67
2016013,13724429.27,1074976.84,965247.24,1089539.12,894762.44,900726.92,468010.65,585246.57,1308109.86,853610.75,1261270.91,3180278.01,402643.63,52729.06,647964.42,8419.60,3532.67
2016014,13973910.84,1074976.84,965247.24,1089539.12,894762.44,925824.89,537298.33,629828.38,1332339.14,853610.75,1261270.91,3204197.74,402643.63,52729.06,711081.48,7647.52,3532.67
2016015,14031785.77,1074976.84,965247.24,1089539.12,894762.44,929004.89,555774.92,627049.88,1307721.12,853610.75,1261270.91,3223603.45,448395.76,52887.91,711493.61,7647.52,3532.67
2016016,14051880.79,1074976.84,965247.24,1089539.12,894762.44,928284.54,553814.35,637740.36,1314958.39,853610.75,1261270.91,3228652.77,443580.91,55997.40,713032.99,7612.36,3532.67
2016017,14081031.91,1074976.84,965247.24,1089539.12,894762.44,934462.13,560323.31,642640.18,1313170.91,853610.75,1261270.91,3240672.70,443580.91,57331.93,713032.99,7612.36,3532.67
2016018,14019047.56,1074976.84,965247.24,1089539.12,894762.44,927238.70,553106.99,610466.17,1302701.51,853610.75,1261270.91,3238298.10,452028.26,57331.93,691828.58,17842.83,3532.67
2016019,14054213.52,1074976.84,965247.24,1089539.12,894762.44,927238.70,553106.99,610466.17,1303300.84,853610.75,1261270.91,3238298.10,462042.67,62286.70,698399.17,29336.96,5065.41
2016020,14010637.95,1074976.84,965247.24,1089539.12,894762.44,927303.70,561020.03,633731.67,1284706.10,853610.75,1261270.91,3201073.76,468344.10,73292.28,669595.95,29085.71,5300.05
2016021,14103975.63,1074976.84,965247.24,1089539.12,894762.44,928329.53,585825.27,641653.92,1324880.79,853610.75,1261270.91,3223097.43,468344.10,70912.68,669595.95,28851.32,5300.05
2016022,14103458.11,1074976.84,965247.24,1089539.12,894762.44,924025.87,585924.76,632476.65,1327036.76,853610.75,1261270.91,3220773.46,468554.01,90869.34,662504.63,28851.32,5256.71
2016023,14151090.13,1074976.84,965247.24,1089539.12,894762.44,924025.87,585924.76,632476.65,1334795.26,853610.75,1261270.91,3220773.46,504262.68,92271.53,659705.86,34412.75,5256.71
2016024,14189727.76,1074976.84,965247.24,1089539.12,894762.44,924025.87,585924.76,632476.65,1316825.36,853610.75,1261270.91,3220773.46,530991.17,92271.53,680827.53,43170.11,5256.71
2016025,14172696.31,1074976.84,965247.24,1089539.12,894762.44,924025.87,567552.15,625558.63,1322511.39,853610.75,1261270.91,3214299.62,530790.66,92271.53,687686.24,45558.91,5256.71
2016026,14198332.85,1074976.84,965247.24,1089539.12,894762.44,924025.87,567552.15,629601.13,1322511.39,853610.75,1261270.91,3214299.62,530790.66,95323.83,707037.31,44749.58,5256.71
2016027,14180899.86,1074976.84,965247.24,1089539.12,894762.44,919362.44,511030.21,622740.36,1339359.57,853610.75,1261270.91,3214299.62,537141.30,95382.36,735885.91,43256.77,5256.71
2016028,14283668.62,1074976.84,965247.24,1089539.12,894762.44,927106.40,549718.53,611401.52,1371579.79,853610.75,1261270.91,3221329.59,546503.30,95382.36,754949.05,43256.77,5256.71
2016029,14342053.01,1074976.84,965247.24,1089539.12,894762.44,932081.44,570830.93,615667.91,1400047.76,853610.75,1261270.91,3221329.59,546503.30,95382.36,754949.05,42819.38,5256.71
2016030,14414914.00,1074976.84,965247.24,1089539.12,894762.44,932081.44,550330.26,601010.77,1406929.07,853610.75,1261270.91,3221329.59,565203.57,94371.11,835193.62,45199.54,5256.71
2016031,14413258.33,1074976.84,965247.24,1089539.12,894762.44,913868.92,547788.02,611451.46,1380941.49,853610.75,1261270.91,3221329.59,567203.86,94438.10,863914.23,48886.85,5256.71
2016032,14455905.59,1074976.84,965247.24,1089539.12,894762.44,913868.92,547788.02,604200.43,1419591.72,853610.75,1261270.91,3221329.59,589275.69,83580.69,863914.23,48920.49,5256.71
2016033,14578975.68,1074976.84,965247.24,1089539.12,894762.44,913868.92,546886.25,627259.01,1425105.27,853610.75,1261270.91,3221329.59,607403.95,86741.78,928274.54,55652.56,5256.71
2016034,14659664.36,1074976.84,965247.24,1089539.12,894762.44,913868.92,549019.63,627255.57,1461699.33,853610.75,1261270.91,3221761.57,607403.95,86741.78,969807.25,55652.56,5256.71
2016035,14729696.43,1074976.84,965247.24,1089539.12,894762.44,913868.92,540660.59,627255.57,1474210.65,853610.75,1261270.91,3221761.57,634988.98,82354.12,1013677.50,54464.75,5256.71
2016036,14743973.17,1074976.84,965247.24,1089539.12,894762.44,913868.92,540660.59,627255.57,1499712.39,853610.75,1261270.91,3205870.18,639783.14,82354.12,1018292.83,50574.45,5256.71
2016037,14763757.07,1074976.84,965247.24,1089539.12,894762.44,913868.92,540660.59,631125.23,1528735.29,853610.75,1261270.91,3205870.18,661448.34,82354.12,983518.97,50574.45,5256.71
2016038,14834844.23,1074976.84,965247.24,1089539.12,894762.44,934462.13,571310.72,630798.30,1532113.45,853610.75,1261270.91,3205870.18,680179.08,82354.12,986977.40,45177.87,5256.71
2016039,14851767.45,1074976.84,965247.24,1089539.12,894762.44,934462.13,549068.40,623714.16,1534928.24,853610.75,1261270.91,3220997.31,678515.06,82354.12,1017908.46,44218.58,5256.71
2016040,14873103.40,1074976.84,965247.24,1089539.12,894762.44,934462.13,545868.17,611346.63,1537744.91,853610.75,1261270.91,3220997.31,684732.93,84709.71,1042929.28,44711.34,5256.71
2016041,14807894.40,1074976.84,965247.24,1089539.12,894762.44,934462.13,545868.17,595480.04,1535016.10,853610.75,1261270.91,3221029.02,652041.43,84719.52,1040914.72,35176.53,3356.34
2016042,14678460.55,1074976.84,965247.24,1089539.12,894762.44,934248.43,501400.67,575787.99,1506121.28,853610.75,1261270.91,3218271.55,647712.99,84727.37,1011870.19,35176.53,3290.79
2016043,14665755.30,1074976.84,965247.24,1089539.12,894762.44,934248.43,483059.30,569065.36,1506310.10,853610.75,1261270.91,3215433.88,644920.51,84726.37,1029730.40,35041.48,3290.79
2016044,14663524.10,1074976.84,965247.24,1089539.12,894762.44,900404.93,492996.58,570891.14,1539757.61,853610.75,1261270.91,3211477.56,641681.53,76460.08,1031923.12,34712.07,3290.79
2016045,14677059.01,1074976.84,965247.24,1089539.12,894762.44,900404.93,492996.58,570891.14,1565600.72,853610.75,1261270.91,3211477.56,645009.04,76460.08,1023905.86,27093.63,3290.79
2016046,14737152.21,1074976.84,965247.24,1089539.12,894762.44,906846.36,529575.01,572540.45,1593517.80,853610.75,1261270.91,3211477.56,650130.54,76460.08,1008242.17,27831.23,3290.79
2016047,14806174.99,1074976.84,965247.24,1089539.12,894762.44,927760.70,546257.87,566579.45,1587216.54,853610.75,1261270.91,3212139.99,659895.00,85462.71,1034726.85,25604.86,3290.79
2016048,14873694.59,1074976.84,965247.24,1089539.12,894762.44,927760.70,535522.06,569945.22,1608081.21,853610.75,1261270.91,3212139.99,657561.00,89337.36,1091287.16,21528.89,3290.79
2016049,14792750.46,1074976.84,965247.24,1089539.12,894762.44,927760.70,535522.06,572926.13,1583587.06,853610.75,1261270.91,3212139.99,613261.96,89337.36,1092732.45,19198.47,3288.88
