yyyyddd,Northern_Hemisphere,Beaufort_Sea,Chukchi_Sea,East_Siberian_Sea,Laptev_Sea,Kara_Sea,Barents_Sea,Greenland_Sea,Baffin_Bay_Gulf_of_St._Lawrence,Canadian_Archipelago,Hudson_Bay,Central_Arctic,Bering_Sea,Baltic_Sea,Sea_of_Okhotsk,Yellow_Sea,Cook_Inlet
2015117,13701328.46,1051569.98,965251.51,1089543.44,894659.75,931129.00,413086.99,601900.60,1465551.68,853653.47,1236723.36,3238325.67,543027.71,4273.70,410218.39,0.00,489.70
2015118,13512654.26,1060085.14,964403.25,1089543.44,894659.75,932111.18,435590.95,602063.08,1366539.76,853656.72,1238385.47,3244007.24,462335.37,4235.69,362623.99,0.00,489.70
2015119,13459738.79,1074996.22,965205.17,1089543.44,894659.75,934121.58,451672.89,604486.26,1343769.01,853656.72,1236402.08,3244882.32,412528.38,4164.29,347202.85,0.00,489.70
2015120,13401994.49,1074996.22,965205.17,1089095.81,894770.20,934121.58,451672.89,595530.54,1325276.59,853656.72,1231011.04,3244882.32,405031.70,4164.29,330131.60,0.00,489.70
2015121,13364767.25,1074996.22,965205.17,1089095.81,894770.20,933363.75,437666.83,579359.02,1327708.31,853656.72,1231083.74,3241701.73,402250.84,4164.29,327296.81,0.00,489.70
2015122,13404575.03,1074996.22,965205.17,1089095.81,894770.20,933363.75,437666.83,581960.34,1364716.07,853656.72,1231282.43,3241701.73,402250.84,4164.29,327296.81,0.00,489.70
2015123,13455291.00,1074996.22,965205.17,1089095.81,894770.20,922672.63,448630.69,650148.02,1363708.90,853656.72,1231282.43,3244262.92,400343.61,4164.29,309905.56,0.00,489.70
2015124,13423672.82,1074996.22,965251.51,1089095.81,894770.20,922672.63,448630.69,630797.76,1354730.95,853656.72,1233637.27,3244262.92,386827.70,4164.29,317730.32,0.00,489.70
2015125,13364577.21,1074996.22,965251.51,1089095.81,894770.20,920131.67,438049.74,605327.75,1344024.94,853656.72,1237606.20,3244262.92,372462.16,4164.29,318329.27,0.00,489.70
2015126,13123341.31,1074996.22,965251.51,1089543.44,894771.33,921175.20,408624.56,593982.13,1262906.51,853656.72,1236279.47,3244414.71,301893.49,544.69,272871.34,0.00,489.70
2015127,13064085.02,1074996.22,965251.51,1089543.44,894771.33,920986.82,402743.61,596220.97,1257361.29,853656.72,1259026.49,3248023.22,274998.43,90.50,224399.33,0.00,53.86
2015128,13052785.73,1074996.22,964053.49,1089543.44,894771.33,920986.82,402750.03,601195.06,1250992.88,853656.72,1259026.49,3248023.22,266285.05,90.50,224399.33,0.00,53.86
2015129,13046674.63,1074996.22,964053.49,1089543.44,894771.33,920986.82,402750.03,600527.42,1237986.22,853656.72,1259907.55,3248023.22,269755.73,90.50,227610.80,0.00,53.86
2015130,12999280.57,1060942.16,964053.49,1089543.44,894771.33,914449.66,398640.44,595496.90,1226469.39,853656.72,1258081.43,3237388.64,274449.08,90.50,229232.24,0.00,53.86
2015131,12860635.42,1050518.29,961960.73,1089543.44,894771.33,909317.66,351304.04,595848.71,1209261.38,837741.43,1258670.53,3236319.66,243540.80,90.50,219785.63,0.00,0.00
2015132,12709368.88,1039637.47,963586.22,1089543.44,894771.33,901806.41,328911.34,589108.27,1196266.81,833368.44,1208534.70,3234837.27,231671.86,90.50,195273.54,0.00,0.00
2015133,12666308.79,1039077.27,953738.61,1089543.44,894771.33,898941.40,326122.07,595782.99,1179110.89,833368.44,1190226.90,3235586.60,237317.93,90.50,190631.22,0.00,0.00
2015134,12768754.07,1039077.27,952706.41,1089543.44,894771.33,910122.74,341783.97,655360.06,1189111.01,833368.44,1190224.86,3234586.19,241335.08,90.50,194671.35,0.00,0.00
2015135,12716540.21,1037608.77,940572.24,1089543.44,894771.33,908781.66,333215.84,663062.35,1197651.45,823791.08,1189880.30,3234586.19,206345.73,90.50,194671.35,0.00,0.00
2015136,12580445.05,1037608.77,929530.95,1089543.44,894771.33,898393.27,334403.78,610925.73,1198644.45,834579.03,1176660.82,3238066.29,154473.30,90.50,180787.42,0.00,0.00
2015137,12550080.43,1011678.43,928486.84,1089543.44,894771.33,882212.86,346313.53,595309.20,1196876.94,835385.83,1191957.16,3239638.87,150655.98,0.00,185224.76,0.00,0.00
2015138,12671978.40,1011678.43,928486.84,1089543.44,894771.33,913791.29,402824.53,655795.17,1196876.94,835385.83,1163251.55,3239779.66,150655.98,0.00,187123.30,0.00,0.00
2015139,12701477.49,1029513.07,928486.84,1089543.44,894771.33,913791.29,402824.53,642534.32,1212614.70,847611.74,1161057.60,3239779.66,150655.98,0.00,186278.88,0.00,0.00
2015140,12707264.85,1029232.29,928486.84,1089543.44,894771.33,913791.29,402824.53,662256.86,1219672.87,847611.74,1140334.97,3239779.66,150655.98,0.00,186278.88,0.00,0.00
2015141,12638974.95,1021222.87,919216.14,1089543.44,894771.33,913791.29,402824.53,653148.98,1212464.57,841261.27,1131363.97,3239779.66,149687.46,0.00,167875.27,0.00,0.00
2015142,12374283.01,1012533.80,896134.32,1088441.08,873388.50,872501.86,406653.62,639907.59,1170533.43,833695.19,1098261.50,3239779.66,99051.60,0.00,141376.69,0.00,0.00
2015143,12369482.29,1013007.28,923737.85,1088441.08,873388.50,872501.86,406653.62,618944.62,1154165.32,834450.41,1099835.94,3239779.66,101175.33,0.00,141376.69,0.00,0.00
2015144,12365682.33,1013007.28,923737.85,1088441.08,873388.50,872501.86,406653.62,618944.62,1151543.10,834450.41,1102966.33,3239779.66,101175.33,0.00,137068.55,0.00,0.00
2015145,12341525.59,1010754.88,923737.85,1088441.08,873388.50,872501.86,406657.92,618944.62,1143199.68,849259.91,1074541.94,3239779.66,101224.99,0.00,137068.55,0.00,0.00
2015146,12233176.61,995182.66,902552.52,1088441.08,873388.50,881919.81,406657.92,611166.32,1096657.26,845193.16,1061227.05,3239779.66,101224.99,0.00,127789.55,0.00,0.00
2015147,11994040.25,989476.68,897821.07,1088441.08,867383.48,800248.14,339511.32,611832.37,1106363.03,840996.68,1052484.97,3236134.21,51418.16,0.00,109932.92,0.00,0.00
2015148,11742717.63,964988.14,887012.20,1088441.08,867383.48,767154.98,295523.39,599548.19,1062224.55,811051.12,1043898.73,3225108.72,33341.94,0.00,95044.96,0.00,0.00
2015149,11581942.06,960290.90,863008.11,1088441.08,873374.31,785351.08,281552.90,552088.24,1023978.89,806890.52,1015869.35,3226386.48,13927.31,0.00,88786.73,0.00,0.00
2015150,11536013.18,962022.92,856623.27,1086045.01,875047.43,780578.29,272360.73,534788.65,1016718.60,807639.52,1015626.85,3223835.71,13927.31,0.00,88786.73,0.00,0.00
2015151,11456192.01,966458.09,846563.36,1086447.76,866094.43,771327.20,249815.92,514998.58,1007830.74,807639.52,1011842.49,3219840.31,14121.98,0.00,91199.50,0.00,0.00
2015152,11445594.87,968392.49,841721.75,1081747.61,864184.17,764559.20,247394.20,532017.45,1013814.58,807577.98,1006447.91,3219480.13,14062.46,0.00,82274.77,0.00,0.00
2015153,11305345.88,967038.96,826135.02,1075904.55,850382.28,757710.10,238195.24,523620.97,977184.31,794190.80,987532.18,3218105.93,12368.73,0.00,75093.69,0.00,0.00
2015154,11262697.67,969252.89,813415.94,1074634.50,850632.37,752809.46,236062.05,509299.87,976735.08,794264.89,983600.21,3212777.13,12959.78,0.00,74370.35,0.00,0.00
2015155,11284329.89,969314.62,813255.35,1074644.24,850648.85,752809.46,239946.16,525081.83,965682.43,794159.64,996419.34,3212777.13,13027.20,0.00,74680.50,0.00,0.00
2015156,11331453.16,972062.58,803411.79,1074644.24,850648.85,752787.60,240100.16,535764.57,985500.52,796754.61,1017636.41,3212777.13,12801.07,0.00,74680.50,0.00,0.00
2015157,11190542.57,972006.12,795361.27,1082301.32,823660.53,697475.33,237263.88,535828.39,960025.81,794104.49,1006921.47,3209994.95,8818.90,0.00,64840.12,0.00,0.00
2015158,11118163.80,962398.20,776360.80,1079821.43,823660.53,684289.78,229666.70,554128.67,920658.01,791671.17,1002470.26,3220964.26,7318.57,0.00,62827.80,0.00,0.00
2015159,11189126.82,962398.20,776360.80,1079821.43,823622.82,690689.81,228590.59,596628.87,922972.62,791671.17,1016976.87,3226118.91,7381.92,0.00,63793.30,0.00,0.00
2015160,11185940.69,962404.72,776343.02,1079821.43,823690.78,678180.92,227862.48,609437.44,922710.49,791671.17,1018345.47,3222198.05,7381.92,0.00,63793.30,0.00,0.00
2015161,11090593.09,953707.75,763995.82,1079821.43,807143.63,666386.92,223984.94,610553.00,901078.20,788886.54,1007838.35,3221401.58,6532.17,0.00,57585.20,0.00,0.00
2015162,11076915.00,953054.88,769384.29,1081228.54,814902.39,657111.27,220268.67,594788.00,904872.98,792788.55,1002312.12,3220416.31,6532.17,0.00,57577.28,0.00,0.00
2015163,11049136.70,946635.71,771405.80,1086265.94,827425.24,628421.18,219719.20,607298.01,876945.77,788608.33,1011262.85,3220416.31,6532.17,0.00,56522.63,0.00,0.00
2015164,11023514.09,946635.71,771405.80,1086265.94,827432.26,628387.23,219719.20,615185.34,841429.48,788608.33,1016145.38,3220416.31,6529.28,0.00,53676.28,0.00,0.00
2015165,10866660.63,957177.64,763505.03,1086613.53,829566.76,609222.03,176646.74,598120.68,783595.96,788198.65,1006952.12,3205287.71,6529.28,0.00,53676.28,0.00,0.00
2015166,10784741.43,952217.96,747294.42,1086401.89,822358.28,600913.86,168645.05,609514.83,773772.19,790641.33,989267.77,3199858.48,3865.55,0.00,38528.99,0.00,0.00
2015167,10696774.10,955669.82,730898.95,1086068.27,818668.42,595271.89,161611.00,601675.88,751744.08,784957.05,971017.83,3196432.67,2674.60,0.00,38528.99,0.00,0.00
2015168,10658194.63,956147.01,726143.23,1085236.34,825754.93,577830.74,161283.74,584654.14,748426.65,786007.53,969455.94,3195757.30,2674.60,0.00,37267.84,0.00,0.00
2015169,10611997.61,964128.17,719365.73,1079349.31,825754.93,577830.74,161283.74,584654.14,731215.95,786378.78,944781.72,3195757.30,2674.60,0.00,37267.84,0.00,0.00
2015170,10578495.11,964146.60,719413.39,1079378.43,826312.89,561823.63,154166.08,549952.36,745140.77,786378.78,963156.47,3186767.35,2703.63,0.00,37266.00,0.00,0.00
2015171,10569975.37,964146.60,719533.24,1070786.85,832373.84,562194.01,151465.33,552010.10,736188.68,786702.59,965691.47,3188291.85,2703.63,0.00,36000.69,0.00,0.00
2015172,10589260.52,965155.33,714142.87,1071352.86,853146.30,559384.78,148614.76,570386.61,733443.62,788308.00,952609.59,3192125.00,2703.63,0.00,36000.69,0.00,0.00
2015173,10615357.43,998325.08,714142.87,1071352.86,853255.15,559672.34,148614.76,564730.75,735310.10,787244.50,949993.22,3192125.00,2703.63,0.00,36000.69,0.00,0.00
2015174,10552987.98,977300.51,714142.87,1071352.86,853266.38,524006.01,155363.30,575094.73,724339.83,778758.70,952038.17,3186733.82,2703.63,0.00,36000.69,0.00,0.00
2015175,10524053.08,977297.23,714024.66,1071316.23,853232.23,524040.98,155363.30,575094.73,718322.25,778758.70,930247.74,3186733.82,2703.63,0.00,35031.10,0.00,0.00
2015176,10539604.92,980166.55,714000.75,1074009.92,863162.23,531779.58,157479.77,590754.37,705212.92,778122.30,918191.51,3195544.94,2703.63,0.00,26589.96,0.00,0.00
2015177,10500700.43,983695.76,715756.78,1075068.53,850442.50,520647.76,157094.53,586729.60,689356.24,779887.50,918643.29,3192197.86,2703.63,0.00,26589.96,0.00,0.00
2015178,10482388.79,983695.76,715756.78,1075035.97,850461.00,520647.76,157094.53,586729.60,687818.93,779887.50,901172.20,3192197.86,2703.63,0.00,27300.78,0.00,0.00
2015179,10433357.82,983721.42,715756.78,1075035.97,850496.00,509293.29,157094.53,557751.47,685366.96,780030.61,895270.49,3191570.79,2703.63,0.00,27379.38,0.00,0.00
2015180,10342526.15,977868.51,712021.59,1068919.63,835190.35,502630.68,147358.85,548890.40,679176.92,762941.40,891383.23,3186095.63,2703.63,0.00,25458.84,0.00,0.00
2015181,10117381.35,971286.89,712021.59,1064777.41,811207.10,431116.39,143455.23,535753.11,620117.25,760829.12,849451.82,3187628.10,2703.63,0.00,25458.84,0.00,0.00
2015182,10080660.88,950183.32,709109.53,1060357.99,804240.45,430941.33,140805.61,544035.33,614216.33,759912.53,847582.48,3190225.00,2017.29,0.00,25458.84,0.00,0.00
2015183,9982827.02,934735.15,707428.45,1055406.97,802107.74,389928.47,153376.59,521067.36,617307.60,754098.49,832815.83,3191060.44,4.11,0.00,21959.98,0.00,0.00
2015184,9909410.06,934503.64,687044.01,1048142.09,796704.83,385375.86,161883.46,532841.18,601406.77,755202.83,801783.54,3187859.99,4.11,0.00,15127.91,0.00,0.00
2015185,9776697.29,938419.30,672803.19,1042695.80,779151.99,367045.28,154473.71,524594.36,552923.56,757969.04,783758.88,3190577.71,0.00,0.00,10776.63,0.00,0.00
2015186,9692960.83,931971.46,654422.29,1031042.74,756968.45,362341.65,147128.72,528813.30,536983.89,757646.71,775247.57,3200314.77,0.00,0.00,8571.45,0.00,0.00
2015187,9626790.41,928108.25,646378.57,1031431.84,750523.21,346675.37,133007.68,530709.17,525767.58,755202.24,766892.73,3202679.78,0.00,0.00,7906.15,0.00,0.00
2015188,9502989.34,925101.42,642577.24,1035507.34,732754.09,296521.38,130012.36,515036.63,510205.17,753626.40,743397.38,3203101.69,0.00,0.00,13654.75,0.00,0.00
2015189,9475683.86,930341.66,636713.92,1035235.90,738412.45,294966.53,130103.61,529111.61,507417.61,754407.84,702305.94,3201757.12,0.00,0.00,13462.43,0.00,0.00
2015190,9259357.79,923603.90,596319.49,1027224.07,738460.79,278303.13,99957.16,510905.99,477037.28,754079.66,655340.14,3191706.07,0.00,0.00,4985.38,0.00,0.00
2015191,9252127.00,926002.99,596424.19,1026299.84,734843.70,273712.33,99652.31,512503.35,475260.02,753030.78,654652.03,3193324.36,0.00,0.00,4986.33,0.00,0.00
2015192,9150588.98,924101.92,597173.46,1022428.14,733871.50,270089.04,74656.16,483464.93,456960.53,751763.23,637368.19,3192290.80,0.00,0.00,4986.33,0.00,0.00
2015193,9129479.80,933430.63,587704.56,1017419.17,723929.66,269452.41,73607.25,483838.63,460254.09,747368.70,634792.10,3191230.53,0.00,0.00,5017.34,0.00,0.00
2015194,9114369.74,933360.73,586276.84,995715.25,721179.27,282338.36,77777.29,480992.35,460130.98,747368.70,633018.48,3189759.40,0.00,0.00,5017.34,0.00,0.00
2015195,8992175.31,924523.35,561313.36,952148.35,708801.61,282909.93,74000.59,473441.26,459960.15,733608.46,623044.04,3191964.19,0.00,0.00,5017.34,0.00,0.00
2015196,8766780.26,917502.55,543726.00,931881.61,701209.58,275224.41,72764.32,456512.00,411171.05,717996.06,543729.78,3193133.33,0.00,0.00,489.13,0.00,0.00
2015197,8639716.74,914180.31,544454.30,921497.75,699769.55,265107.19,68946.28,428216.02,372255.01,692182.69,536369.88,3195043.75,0.00,0.00,253.59,0.00,0.00
2015198,8574571.66,907225.44,534299.03,937381.45,687090.88,247824.30,64036.70,427229.37,359595.29,681442.59,532199.66,3194537.22,0.00,0.00,270.45,0.00,0.00
2015199,8440974.35,896603.68,534731.16,919315.17,679997.91,244078.90,56480.07,391573.26,318959.43,679563.04,525109.24,3192852.75,0.00,0.00,270.45,0.00,0.00
2015200,8411556.34,893944.24,535892.19,906441.21,671067.83,221049.68,54462.47,398123.97,330808.31,676075.81,525700.96,3196222.16,0.00,0.00,328.22,0.00,0.00
2015201,8383878.66,899381.69,531136.13,904869.65,660226.02,221019.16,42043.20,405250.21,344081.47,676390.95,515907.45,3181805.25,0.00,0.00,328.22,0.00,0.00
2015202,8289093.66,897926.46,509712.84,867491.52,655131.11,209395.82,47520.03,394730.72,341694.49,676036.60,510904.38,3176782.19,0.00,0.00,328.22,0.00,0.00
2015203,8186896.44,887275.32,504381.98,870225.35,650009.32,194385.92,48905.12,390763.58,336821.40,660371.84,467876.21,3174166.72,0.00,0.00,237.46,0.00,0.00
2015204,8096553.93,871196.37,499121.44,860947.83,646548.14,187637.56,45627.15,379660.12,336548.74,662440.17,431845.96,3173266.77,0.00,0.00,237.46,0.00,0.00
2015205,8049567.89,865607.97,476671.00,857482.10,646678.69,177275.58,43457.60,388972.98,340491.37,662128.30,416403.47,3172685.13,0.00,0.00,237.46,0.00,0.00
2015206,8045646.74,865607.97,476671.00,857482.10,646678.69,177275.58,43457.60,387704.57,351034.99,651983.71,413351.71,3172685.13,0.00,0.00,237.46,0.00,0.00
2015207,7933369.07,866570.66,465092.60,793827.61,642243.31,163427.56,48789.30,393790.87,349267.44,651351.72,409441.95,3147852.37,0.00,0.00,237.46,0.00,0.00
2015208,7846696.38,871815.90,467858.56,765156.93,592311.28,155496.05,53196.38,402588.49,349600.77,630290.01,409441.95,3147226.35,0.00,0.00,237.46,0.00,0.00
2015209,7637202.07,873488.16,457848.34,719291.01,476499.47,128520.32,53229.09,406516.06,341025.42,623296.74,408599.42,3147174.34,0.00,0.00,237.46,0.00,0.00
2015210,7357757.92,862153.79,461759.70,650384.57,395382.27,102218.14,54135.44,384352.32,320249.65,586196.54,393194.15,3146017.66,0.00,0.00,237.46,0.00,0.00
2015211,7294706.51,870168.20,455574.43,613327.32,375885.79,97196.19,53849.84,396867.42,320101.63,586196.54,393194.15,3130629.03,0.00,0.00,237.46,0.00,0.00
2015212,7187162.72,876152.07,460107.33,600258.29,362508.62,94174.33,39099.96,368198.03,314395.88,567196.08,377276.34,3126071.90,0.00,0.00,237.46,0.00,0.00
2015213,7104398.43,871846.43,455219.83,612903.50,350423.86,92093.52,36150.29,343201.90,312057.93,539533.88,365626.90,3123849.97,0.00,0.00,3.98,0.00,0.00
2015214,7007684.41,873646.58,456399.57,613891.47,350957.69,90825.08,32245.45,339898.84,297369.58,528751.12,298605.89,3123582.78,0.00,0.00,3.98,0.00,0.00
2015215,6969283.52,873888.04,453668.46,617560.56,352200.39,95528.64,28476.31,342217.33,287089.17,528751.12,276754.83,3111679.85,0.00,0.00,3.98,0.00,0.00
2015216,6917646.52,872351.34,453621.51,610815.23,352217.65,93553.59,26327.48,335060.55,292008.77,512459.74,258859.13,3108902.72,0.00,0.00,3.98,0.00,0.00
2015217,6845886.07,861285.35,443622.58,589168.71,336946.22,91644.56,25699.12,334509.93,290965.38,513043.06,252742.05,3104790.30,0.00,0.00,3.98,0.00,0.00
2015218,6720193.23,862302.70,449988.56,588417.20,317530.57,80691.31,22984.22,317159.66,248832.46,504954.59,231827.41,3094047.10,0.00,0.00,3.98,0.00,0.00
2015219,6567552.25,834324.21,431468.07,575446.44,287813.86,77827.35,22997.92,308530.22,229610.86,479986.28,228195.09,3089895.64,0.00,0.00,3.98,0.00,0.00
2015220,6549052.38,841715.42,416293.29,565234.57,287215.27,80835.40,23026.87,311708.65,226206.64,473537.29,228961.07,3092848.19,0.00,0.00,3.98,0.00,0.00
2015221,6448192.63,834647.27,416293.29,502672.23,277087.24,80653.33,22440.23,300179.98,224484.93,466917.54,226979.24,3094367.64,0.00,0.00,3.98,0.00,0.00
2015222,6431844.97,842330.00,415325.31,502886.07,268949.97,80653.33,22440.23,300179.98,225749.50,453506.64,223986.59,3094367.64,0.00,0.00,3.98,0.00,0.00
2015223,6460102.40,859977.37,420122.02,502886.07,268949.97,76941.15,22289.02,307454.56,235292.89,458211.66,218184.48,3088323.49,0.00,0.00,3.98,0.00,0.00
2015224,6409035.72,858654.91,417856.34,490914.53,264510.51,77026.26,22289.02,306323.82,231222.40,463903.60,183704.92,3091136.96,0.00,0.00,3.98,0.00,0.00
2015225,6375206.60,839366.42,416320.17,491277.69,268779.42,73058.86,22292.42,306445.34,216528.39,468577.18,182967.91,3088095.82,0.00,0.00,3.98,0.00,0.00
2015226,6042356.39,732794.05,394405.64,450836.50,236244.90,58518.76,23378.61,249711.81,214516.48,426790.14,176443.76,3077463.50,0.00,0.00,3.98,0.00,0.00
2015227,6082011.55,754736.06,394929.11,461907.58,236382.21,60762.81,23378.61,249974.00,210192.09,431243.55,176294.15,3080959.15,0.00,0.00,3.98,0.00,0.00
2015228,6075877.82,754866.73,394929.11,460482.22,233792.19,61352.58,22423.66,255968.12,212243.25,436416.96,165381.10,3076767.39,0.00,0.00,3.98,0.00,0.00
2015229,6045714.34,747411.93,393012.64,458463.51,233871.75,63476.19,22423.66,253922.19,205542.56,425106.42,165266.43,3075962.55,0.00,0.00,3.98,0.00,0.00
2015230,5931639.96,741022.57,386702.67,433277.33,228480.29,64055.76,22423.66,248890.81,201907.58,401901.16,122349.61,3079374.02,0.00,0.00,3.98,0.00,0.00
2015231,5566403.80,652748.14,331896.36,396460.87,208466.12,61654.87,22423.66,219047.76,173123.25,336407.82,98465.69,3064454.75,0.00,0.00,3.98,0.00,0.00
2015232,5575625.09,675321.05,341222.09,392776.97,208656.97,53998.54,22423.66,210908.92,168334.90,338527.64,101043.53,3061156.33,0.00,0.00,3.98,0.00,0.00
2015233,5499904.75,657944.05,308414.74,393734.97,184715.48,48170.05,9728.10,219379.75,168334.90,340693.04,108778.30,3058808.29,0.00,0.00,3.98,0.00,0.00
